rank,content_id,client_id,position_tier,avg_position,impressions_90d,ctr,expected_ctr_for_tier,ctr_gap_score,reason_low_ctr_vs_tier,reason_high_stakes,reason_also_low_engagement
1749,content_d78108f2a1d6,client_19581e27de,page_1,7.3,2939,0.07,0.24,0.16999999999999998,True,False,False
1750,content_16dff97759c5,client_19581e27de,page_1,6.1,2928,0.07,0.24,0.16999999999999998,True,False,False
1751,content_788fd52c995e,client_19581e27de,page_1,7.5,2922,0.07,0.24,0.16999999999999998,True,False,False
1752,content_5d926837293e,client_f369cb89fc,page_1,4.0,2916,0.07,0.24,0.16999999999999998,True,False,True
1753,content_4679b1f74241,client_19581e27de,page_1,7.8,2910,0.07,0.24,0.16999999999999998,True,False,True
1754,content_7ca01a22d3f9,client_4e07408562,page_1,5.5,2902,0.07,0.24,0.16999999999999998,True,False,False
1755,content_422aa96e1be1,client_19581e27de,page_1,7.2,2898,0.07,0.24,0.16999999999999998,True,False,False
1756,content_c9b8f2545391,client_9400f1b21c,page_1,6.8,2889,0.07,0.24,0.16999999999999998,True,False,True
1757,content_8aa0d6cfc237,client_f74efabef1,page_1,6.1,2870,0.07,0.24,0.16999999999999998,True,False,False
1758,content_169be22eb6fe,client_19581e27de,page_1,7.1,2870,0.07,0.24,0.16999999999999998,True,False,False
1759,content_33415c180c2a,client_19581e27de,page_1,9.7,2846,0.07,0.24,0.16999999999999998,True,False,True
1760,content_63acb47920b4,client_19581e27de,page_1,8.6,2830,0.07,0.24,0.16999999999999998,True,False,True
1761,content_40c61c40dab9,client_19581e27de,page_1,9.1,2790,0.07,0.24,0.16999999999999998,True,False,False
1762,content_14402823d975,client_6208ef0f77,page_1,3.9,2770,0.07,0.24,0.16999999999999998,True,False,False
1763,content_2097c4bc40b3,client_19581e27de,page_1,7.3,2753,0.07,0.24,0.16999999999999998,True,False,False
1764,content_3da0a6df2e67,client_f74efabef1,page_1,8.6,2734,0.07,0.24,0.16999999999999998,True,False,False
1765,content_46daac72bec3,client_4e07408562,page_1,9.2,2707,0.07,0.24,0.16999999999999998,True,False,False
1766,content_1e875a716604,client_19581e27de,page_1,4.6,2702,0.07,0.24,0.16999999999999998,True,False,False
1767,content_34d6a53d936d,client_3fdba35f04,page_1,4.1,2677,0.07,0.24,0.16999999999999998,True,False,False
1768,content_bfb42b83d557,client_19581e27de,page_1,8.1,2676,0.07,0.24,0.16999999999999998,True,False,False
1769,content_64b2508ad098,client_9400f1b21c,page_1,9.2,1531,0.07,0.24,0.16999999999999998,True,False,False
1770,content_e3ec2af8c695,client_a88a7902cb,page_1,10.0,1525,0.07,0.24,0.16999999999999998,True,False,False
1771,content_362da3f6708f,client_19581e27de,page_1,9.5,1524,0.07,0.24,0.16999999999999998,True,False,True
1772,content_8c186ab265c7,client_19581e27de,page_1,7.1,1515,0.07,0.24,0.16999999999999998,True,False,False
1773,content_dc89346c162a,client_19581e27de,page_1,8.6,1509,0.07,0.24,0.16999999999999998,True,False,True
1774,content_bb55d0dab9d9,client_f369cb89fc,page_1,10.0,1502,0.07,0.24,0.16999999999999998,True,False,True
1775,content_ff23db597e10,client_19581e27de,page_1,8.9,1501,0.07,0.24,0.16999999999999998,True,False,True
1776,content_b7e40e559702,client_d029fa3a95,page_1,6.1,1492,0.07,0.24,0.16999999999999998,True,False,False
1777,content_e9b321ed8054,client_d029fa3a95,page_1,7.7,1482,0.07,0.24,0.16999999999999998,True,False,False
1778,content_f39b8bde2d47,client_19581e27de,page_1,7.0,1469,0.07,0.24,0.16999999999999998,True,False,True
1779,content_1979bef80d6f,client_19581e27de,page_1,9.7,1460,0.07,0.24,0.16999999999999998,True,False,False
1780,content_af6dfd1e84e9,client_6208ef0f77,page_1,3.4,1458,0.07,0.24,0.16999999999999998,True,False,False
1781,content_97edd9d31897,client_4e07408562,page_1,6.4,1458,0.07,0.24,0.16999999999999998,True,False,False
1782,content_23422ea56c01,client_2c624232cd,page_1,9.6,1457,0.07,0.24,0.16999999999999998,True,False,False
1783,content_4d612be43d8a,client_19581e27de,page_1,5.1,1445,0.07,0.24,0.16999999999999998,True,False,True
1784,content_fc3dc8690c9c,client_6208ef0f77,page_1,4.4,1444,0.07,0.24,0.16999999999999998,True,False,False
1785,content_94a895c5e3bf,client_3fdba35f04,page_1,5.5,1439,0.07,0.24,0.16999999999999998,True,False,False
1786,content_38cb7ea8af9c,client_6208ef0f77,page_1,5.9,1438,0.07,0.24,0.16999999999999998,True,False,True
1787,content_376ce1b99746,client_19581e27de,page_1,3.3,1431,0.07,0.24,0.16999999999999998,True,False,True
1788,content_b8d4f9803848,client_f74efabef1,page_1,6.8,1423,0.07,0.24,0.16999999999999998,True,False,True
1789,content_bb71bc541e31,client_19581e27de,page_1,4.0,1419,0.07,0.24,0.16999999999999998,True,False,True
1790,content_72220ad87822,client_f74efabef1,page_1,8.5,1416,0.07,0.24,0.16999999999999998,True,False,True
1791,content_bef9eb4949af,client_7f2253d7e2,page_1,6.4,1416,0.07,0.24,0.16999999999999998,True,False,True
1792,content_7882b8778b16,client_bbb965ab0c,page_1,6.3,1413,0.07,0.24,0.16999999999999998,True,False,False
1793,content_8885b14254e5,client_3fdba35f04,page_1,8.7,1394,0.07,0.24,0.16999999999999998,True,False,True
1794,content_9e22f816f158,client_19581e27de,page_1,6.2,1390,0.07,0.24,0.16999999999999998,True,False,True
1795,content_f1cdef315047,client_7f2253d7e2,page_1,6.2,1389,0.07,0.24,0.16999999999999998,True,False,False
1796,content_aea220971810,client_6208ef0f77,page_1,5.2,1381,0.07,0.24,0.16999999999999998,True,False,True
1797,content_6ef3dcb7be11,client_4e07408562,page_1,6.0,1380,0.07,0.24,0.16999999999999998,True,False,False
1798,content_0b20c44e537b,client_bbb965ab0c,page_1,8.3,1376,0.07,0.24,0.16999999999999998,True,False,True
1799,content_61c104b00766,client_19581e27de,page_1,6.3,1366,0.07,0.24,0.16999999999999998,True,False,True
1800,content_f7e47758b18a,client_19581e27de,page_1,9.9,1363,0.07,0.24,0.16999999999999998,True,False,False
1801,content_2c60a7005cb9,client_7f2253d7e2,page_1,9.4,1350,0.07,0.24,0.16999999999999998,True,False,False
1802,content_e60825c13706,client_19581e27de,page_1,6.3,1342,0.07,0.24,0.16999999999999998,True,False,False
1803,content_2479e56ebbd1,client_7f2253d7e2,page_1,5.8,1340,0.07,0.24,0.16999999999999998,True,False,False
1804,content_ccf99cdad6d1,client_8527a891e2,page_1,8.9,1337,0.07,0.24,0.16999999999999998,True,False,False
1805,content_529939d89761,client_2c624232cd,page_1,7.6,1335,0.07,0.24,0.16999999999999998,True,False,False
1806,content_412f4cf7d443,client_f369cb89fc,striking,18.6,27793,0.01,0.17,0.16,True,True,True
1807,content_33a2ec3db00c,client_3fdba35f04,striking,12.6,27574,0.01,0.17,0.16,True,True,False
1808,content_09e76bfc75d9,client_19581e27de,striking,10.3,15906,0.01,0.17,0.16,True,True,True
1809,content_954cc45bd437,client_4e07408562,top_3,1.5,15439,0.04,0.2,0.16,True,True,True
1810,content_a01545948bb5,client_7f2253d7e2,striking,18.5,8531,0.01,0.17,0.16,True,False,False
1811,content_245531f14938,client_19581e27de,striking,10.0,7382,0.01,0.17,0.16,True,False,True
1812,content_733815afb7a5,client_6208ef0f77,top_3,2.6,7095,0.04,0.2,0.16,True,False,True
1813,content_fe4e6c1a622c,client_19581e27de,striking,11.9,6971,0.01,0.17,0.16,True,False,False
1814,content_a736d51f09c9,client_bbb965ab0c,striking,10.0,6931,0.01,0.17,0.16,True,False,True
1815,content_1675e8c654a4,client_19581e27de,striking,11.9,6688,0.01,0.17,0.16,True,False,True
1816,content_27806249a156,client_6208ef0f77,top_3,2.0,5123,0.04,0.2,0.16,True,False,True
1817,content_b872486bfd10,client_f369cb89fc,top_3,2.3,4696,0.04,0.2,0.16,True,False,False
1818,content_a2bcb8df0fc3,client_f369cb89fc,top_3,2.4,2843,0.04,0.2,0.16,True,False,False
1819,content_6b09c696507d,client_f369cb89fc,top_3,0.8,2813,0.04,0.2,0.16,True,False,False
1820,content_3e244f03f11b,client_6208ef0f77,top_3,2.5,2733,0.04,0.2,0.16,True,False,True
1821,content_c1f7f47a401b,client_19581e27de,top_3,2.2,2731,0.04,0.2,0.16,True,False,True
1822,content_8c4f012412a9,client_6208ef0f77,top_3,2.7,2651,0.04,0.2,0.16,True,False,True
1823,content_637107baa450,client_f369cb89fc,top_3,0.7,2495,0.04,0.2,0.16,True,False,True
1824,content_7ae230422776,client_6208ef0f77,top_3,2.7,2449,0.04,0.2,0.16,True,False,False
1825,content_2a57f2016a14,client_bbb965ab0c,top_3,0.6,2324,0.04,0.2,0.16,True,False,False
1826,content_87dfc063bf4e,client_19581e27de,page_1,4.5,90991,0.08,0.24,0.15999999999999998,True,True,False
1827,content_46c935ec041f,client_19581e27de,page_1,6.7,74965,0.08,0.24,0.15999999999999998,True,True,False
1828,content_90564606db99,client_19581e27de,page_1,7.0,53669,0.08,0.24,0.15999999999999998,True,True,False
1829,content_f682e88b9f8e,client_19581e27de,page_1,6.0,48918,0.08,0.24,0.15999999999999998,True,True,False
1830,content_c6bcc8be9dd6,client_6208ef0f77,page_1,4.6,48284,0.08,0.24,0.15999999999999998,True,True,False
1831,content_6eb651d40bd2,client_19581e27de,page_1,7.9,42530,0.08,0.24,0.15999999999999998,True,True,False
1832,content_342f55d98d70,client_19581e27de,page_1,6.4,40235,0.08,0.24,0.15999999999999998,True,True,False
1833,content_7f042da65255,client_19581e27de,page_1,6.3,38483,0.08,0.24,0.15999999999999998,True,True,False
1834,content_fcb3aec3a82b,client_19581e27de,page_1,8.8,29088,0.08,0.24,0.15999999999999998,True,True,False
1835,content_e04dad879647,client_19581e27de,page_1,6.0,27105,0.08,0.24,0.15999999999999998,True,True,True
1836,content_8c061f793e00,client_19581e27de,page_1,5.2,22187,0.08,0.24,0.15999999999999998,True,True,False
1837,content_cd38ecad3e31,client_19581e27de,page_1,5.3,20905,0.08,0.24,0.15999999999999998,True,True,True
1838,content_9ef0176b2503,client_19581e27de,page_1,7.2,20323,0.08,0.24,0.15999999999999998,True,True,True
1839,content_7de8349cd014,client_19581e27de,page_1,7.8,20167,0.08,0.24,0.15999999999999998,True,True,False
1840,content_0e2b943861d5,client_19581e27de,page_1,5.7,19682,0.08,0.24,0.15999999999999998,True,True,False
1841,content_76fc9749031c,client_19581e27de,page_1,8.4,18949,0.08,0.24,0.15999999999999998,True,True,False
1842,content_134a42023b08,client_19581e27de,page_1,4.0,18347,0.08,0.24,0.15999999999999998,True,True,True
1843,content_74367e63c51d,client_19581e27de,page_1,4.6,17118,0.08,0.24,0.15999999999999998,True,True,False
1844,content_1ec0afdfe5fb,client_19581e27de,page_1,3.6,16861,0.08,0.24,0.15999999999999998,True,True,False
1845,content_2719464a3b3d,client_349c41201b,page_1,9.5,16533,0.08,0.24,0.15999999999999998,True,True,True
1846,content_aef984d6c132,client_f74efabef1,page_1,6.0,15617,0.08,0.24,0.15999999999999998,True,True,True
1847,content_a1850a4bc5e5,client_19581e27de,page_1,7.9,14409,0.08,0.24,0.15999999999999998,True,True,False
1848,content_6a4f086ef3c4,client_f74efabef1,page_1,9.7,14362,0.08,0.24,0.15999999999999998,True,True,False
1849,content_3467c6b80804,client_19581e27de,page_1,8.2,13804,0.08,0.24,0.15999999999999998,True,True,True
1850,content_1b46f6ef7ef9,client_19581e27de,page_1,8.0,13450,0.08,0.24,0.15999999999999998,True,True,False
1851,content_05f46b36f1b2,client_19581e27de,page_1,6.8,12112,0.08,0.24,0.15999999999999998,True,True,False
1852,content_2c4dc1a8efbe,client_19581e27de,page_1,6.0,11939,0.08,0.24,0.15999999999999998,True,True,True
1853,content_448746390145,client_19581e27de,page_1,6.2,10989,0.08,0.24,0.15999999999999998,True,True,True
1854,content_46dcbfd5cd97,client_f74efabef1,page_1,9.0,10849,0.08,0.24,0.15999999999999998,True,True,True
1855,content_e3560047fe3c,client_19581e27de,page_1,6.9,10634,0.08,0.24,0.15999999999999998,True,True,False
1856,content_2f0f83e1e13c,client_19581e27de,page_1,9.3,10632,0.08,0.24,0.15999999999999998,True,True,True
1857,content_02a7d9f584ed,client_19581e27de,page_1,7.6,10261,0.08,0.24,0.15999999999999998,True,True,True
1858,content_87e330a2dc20,client_7f2253d7e2,page_1,8.3,9723,0.08,0.24,0.15999999999999998,True,True,False
1859,content_bb4395c0c2ed,client_19581e27de,page_1,7.2,9694,0.08,0.24,0.15999999999999998,True,True,False
1860,content_0a5cd82be8dc,client_19581e27de,page_1,6.5,9206,0.08,0.24,0.15999999999999998,True,True,True
1861,content_2ad705808431,client_19581e27de,page_1,7.9,8913,0.08,0.24,0.15999999999999998,True,True,False
1862,content_daabedc0fedf,client_19581e27de,page_1,7.9,8347,0.08,0.24,0.15999999999999998,True,False,False
1863,content_58a41bb33b06,client_19581e27de,page_1,6.0,8335,0.08,0.24,0.15999999999999998,True,False,False
1864,content_54c2e1a2f541,client_19581e27de,page_1,6.9,7990,0.08,0.24,0.15999999999999998,True,False,True
1865,content_99228efdc707,client_19581e27de,page_1,7.5,7961,0.08,0.24,0.15999999999999998,True,False,False
1866,content_6da57e02084e,client_4e07408562,page_1,4.8,7947,0.08,0.24,0.15999999999999998,True,False,False
1867,content_3c54fc4ddce8,client_19581e27de,page_1,8.4,7505,0.08,0.24,0.15999999999999998,True,False,False
1868,content_4840977aeee5,client_19581e27de,page_1,6.2,7390,0.08,0.24,0.15999999999999998,True,False,True
1869,content_348dd92755fa,client_19581e27de,page_1,4.7,7321,0.08,0.24,0.15999999999999998,True,False,False
1870,content_61c10426474c,client_19581e27de,page_1,5.0,7151,0.08,0.24,0.15999999999999998,True,False,False
1871,content_e70c53facf62,client_8527a891e2,page_1,8.2,7102,0.08,0.24,0.15999999999999998,True,False,True
1872,content_2265610a4781,client_19581e27de,page_1,7.2,6655,0.08,0.24,0.15999999999999998,True,False,False
1873,content_2783e25b0710,client_4e07408562,page_1,8.2,6648,0.08,0.24,0.15999999999999998,True,False,True
1874,content_f2dfc79eb823,client_19581e27de,page_1,5.7,6645,0.08,0.24,0.15999999999999998,True,False,True
1875,content_05405221d638,client_6208ef0f77,page_1,7.7,6583,0.08,0.24,0.15999999999999998,True,False,False
1876,content_9246a90fd1c9,client_19581e27de,page_1,7.5,6509,0.08,0.24,0.15999999999999998,True,False,False
1877,content_37664caf5662,client_19581e27de,page_1,9.4,6494,0.08,0.24,0.15999999999999998,True,False,False
1878,content_5c70e097f613,client_4e07408562,page_1,5.4,6400,0.08,0.24,0.15999999999999998,True,False,False
1879,content_6cd7d29b6757,client_19581e27de,page_1,4.3,6291,0.08,0.24,0.15999999999999998,True,False,False
1880,content_5d090b3ce594,client_f74efabef1,page_1,8.3,6221,0.08,0.24,0.15999999999999998,True,False,False
1881,content_0f15925dec6f,client_19581e27de,page_1,4.3,6199,0.08,0.24,0.15999999999999998,True,False,False
1882,content_a44d26d51851,client_19581e27de,page_1,6.8,6100,0.08,0.24,0.15999999999999998,True,False,False
1883,content_4aee328df612,client_19581e27de,page_1,8.6,6056,0.08,0.24,0.15999999999999998,True,False,False
1884,content_bc288a9b6c12,client_19581e27de,page_1,9.8,6038,0.08,0.24,0.15999999999999998,True,False,True
1885,content_1b50d07fdff0,client_19581e27de,page_1,7.5,5979,0.08,0.24,0.15999999999999998,True,False,True
1886,content_bd5d7334004b,client_19581e27de,page_1,6.5,5944,0.08,0.24,0.15999999999999998,True,False,True
1887,content_b9f24b9a4aba,client_4e07408562,page_1,9.6,5200,0.08,0.24,0.15999999999999998,True,False,False
1888,content_6126f579851a,client_19581e27de,page_1,8.5,5173,0.08,0.24,0.15999999999999998,True,False,True
1889,content_71af9e9726f3,client_19581e27de,page_1,9.5,5105,0.08,0.24,0.15999999999999998,True,False,True
1890,content_c67000f4ef67,client_6208ef0f77,page_1,9.3,5038,0.08,0.24,0.15999999999999998,True,False,False
1891,content_cea4d8da5f8e,client_19581e27de,page_1,8.5,5010,0.08,0.24,0.15999999999999998,True,False,False
1892,content_63c52831ef4e,client_19581e27de,page_1,7.3,4945,0.08,0.24,0.15999999999999998,True,False,False
1893,content_411d727b58d8,client_f74efabef1,page_1,8.8,4888,0.08,0.24,0.15999999999999998,True,False,False
1894,content_0a6e6a7ecc9e,client_19581e27de,page_1,7.7,4826,0.08,0.24,0.15999999999999998,True,False,True
1895,content_fc2a4854f0fe,client_19581e27de,page_1,5.2,4781,0.08,0.24,0.15999999999999998,True,False,True
1896,content_0293beb5b072,client_19581e27de,page_1,9.1,4723,0.08,0.24,0.15999999999999998,True,False,False
1897,content_a5a5392242a4,client_4e07408562,page_1,6.1,3997,0.08,0.24,0.15999999999999998,True,False,False
1898,content_f4189b5da579,client_f369cb89fc,page_1,6.6,3987,0.08,0.24,0.15999999999999998,True,False,False
1899,content_2d92389f7d2c,client_19581e27de,page_1,7.8,3899,0.08,0.24,0.15999999999999998,True,False,True
1900,content_b9e02bd01a73,client_2c624232cd,page_1,8.7,3868,0.08,0.24,0.15999999999999998,True,False,False
1901,content_f874fb2dce32,client_19581e27de,page_1,6.0,3858,0.08,0.24,0.15999999999999998,True,False,False
1902,content_db1a57eb82b6,client_19581e27de,page_1,7.7,3733,0.08,0.24,0.15999999999999998,True,False,True
1903,content_f22d8886065e,client_7f2253d7e2,page_1,9.3,3719,0.08,0.24,0.15999999999999998,True,False,False
1904,content_14c4aee212bc,client_2c624232cd,page_1,8.7,3685,0.08,0.24,0.15999999999999998,True,False,False
1905,content_0e2d4fe5400c,client_19581e27de,page_1,8.0,3605,0.08,0.24,0.15999999999999998,True,False,True
1906,content_a3c516ce1bbd,client_19581e27de,page_1,3.8,3570,0.08,0.24,0.15999999999999998,True,False,True
1907,content_9ceff616a553,client_19581e27de,page_1,7.2,2663,0.08,0.24,0.15999999999999998,True,False,True
1908,content_32b4e5a2f630,client_8527a891e2,page_1,6.5,2663,0.08,0.24,0.15999999999999998,True,False,True
1909,content_2332fa52beae,client_4e07408562,page_1,8.6,2645,0.08,0.24,0.15999999999999998,True,False,True
1910,content_efce5533859f,client_f74efabef1,page_1,9.1,2619,0.08,0.24,0.15999999999999998,True,False,False
1911,content_d56e49297d86,client_19581e27de,page_1,3.5,2602,0.08,0.24,0.15999999999999998,True,False,True
1912,content_bbafb45e40a9,client_19581e27de,page_1,5.2,2580,0.08,0.24,0.15999999999999998,True,False,True
1913,content_8cad16f890db,client_19581e27de,page_1,9.7,2577,0.08,0.24,0.15999999999999998,True,False,False
1914,content_c56f8d6e5d7c,client_6208ef0f77,page_1,9.6,2541,0.08,0.24,0.15999999999999998,True,False,True
1915,content_f7bbfed37d65,client_19581e27de,page_1,4.7,2529,0.08,0.24,0.15999999999999998,True,False,True
1916,content_7b9d94185923,client_6208ef0f77,page_1,5.5,2523,0.08,0.24,0.15999999999999998,True,False,False
1917,content_1395391f986d,client_f74efabef1,page_1,9.5,2510,0.08,0.24,0.15999999999999998,True,False,True
1918,content_62e323c7fb6c,client_3fdba35f04,page_1,7.7,2493,0.08,0.24,0.15999999999999998,True,False,False
1919,content_01a89aa912e8,client_f74efabef1,page_1,7.5,2491,0.08,0.24,0.15999999999999998,True,False,True
1920,content_d7c288bd12c1,client_6208ef0f77,page_1,5.7,2477,0.08,0.24,0.15999999999999998,True,False,False
1921,content_aaaac50e2bf5,client_6208ef0f77,page_1,4.8,2474,0.08,0.24,0.15999999999999998,True,False,False
1922,content_47827b95324c,client_19581e27de,page_1,4.1,2472,0.08,0.24,0.15999999999999998,True,False,True
1923,content_d7e934b829a1,client_2c624232cd,page_1,7.7,2461,0.08,0.24,0.15999999999999998,True,False,False
1924,content_3523f5fdc859,client_8527a891e2,page_1,7.1,2436,0.08,0.24,0.15999999999999998,True,False,True
1925,content_0f90b7f6db14,client_19581e27de,page_1,8.7,2413,0.08,0.24,0.15999999999999998,True,False,False
1926,content_880cdead59aa,client_19581e27de,page_1,9.5,2400,0.08,0.24,0.15999999999999998,True,False,False
1927,content_5487eaae4ad2,client_7f2253d7e2,page_1,4.9,2381,0.08,0.24,0.15999999999999998,True,False,True
1928,content_d64d5e3e8194,client_f74efabef1,page_1,9.8,2370,0.08,0.24,0.15999999999999998,True,False,False
1929,content_3c97f7660339,client_9400f1b21c,page_1,7.9,1332,0.08,0.24,0.15999999999999998,True,False,True
1930,content_4dc0a0db0ae8,client_f74efabef1,page_1,9.7,1326,0.08,0.24,0.15999999999999998,True,False,False
1931,content_cc1b4f8df9ad,client_9400f1b21c,page_1,6.0,1319,0.08,0.24,0.15999999999999998,True,False,False
1932,content_851719eab7e8,client_19581e27de,page_1,6.8,1315,0.08,0.24,0.15999999999999998,True,False,False
1933,content_3db3fad83367,client_19581e27de,page_1,7.2,1313,0.08,0.24,0.15999999999999998,True,False,True
1934,content_d9152b6bf21f,client_19581e27de,page_1,8.9,1312,0.08,0.24,0.15999999999999998,True,False,False
1935,content_a9c25751095f,client_3fdba35f04,page_1,6.9,1298,0.08,0.24,0.15999999999999998,True,False,True
1936,content_61756bab723f,client_19581e27de,page_1,10.0,1292,0.08,0.24,0.15999999999999998,True,False,True
1937,content_ee7f28fec27a,client_4e07408562,page_1,6.4,1287,0.08,0.24,0.15999999999999998,True,False,True
1938,content_5b7267c26cc2,client_4e07408562,page_1,7.3,1286,0.08,0.24,0.15999999999999998,True,False,False
1939,content_328b87932f37,client_19581e27de,page_1,5.7,1285,0.08,0.24,0.15999999999999998,True,False,True
1940,content_3023680512a5,client_f369cb89fc,page_1,4.8,1280,0.08,0.24,0.15999999999999998,True,False,True
1941,content_9467ff7ac54c,client_4e07408562,page_1,4.8,1279,0.08,0.24,0.15999999999999998,True,False,False
1942,content_c6c89218b516,client_4e07408562,page_1,9.2,1276,0.08,0.24,0.15999999999999998,True,False,True
1943,content_29c75d6ddaab,client_6208ef0f77,page_1,8.8,1276,0.08,0.24,0.15999999999999998,True,False,False
1944,content_fd44306ed91c,client_19581e27de,page_1,8.4,1275,0.08,0.24,0.15999999999999998,True,False,True
1945,content_30ed98019646,client_19581e27de,page_1,4.0,1271,0.08,0.24,0.15999999999999998,True,False,True
1946,content_19b1d22f6404,client_3fdba35f04,page_1,7.3,1267,0.08,0.24,0.15999999999999998,True,False,True
1947,content_510afb81e74e,client_19581e27de,page_1,9.5,1267,0.08,0.24,0.15999999999999998,True,False,False
1948,content_ab804c2c0be6,client_19581e27de,page_1,7.8,1261,0.08,0.24,0.15999999999999998,True,False,False
1949,content_47ce69d62a19,client_19581e27de,page_1,8.8,1260,0.08,0.24,0.15999999999999998,True,False,True
1950,content_991f4e4fda79,client_19581e27de,page_1,9.4,1255,0.08,0.24,0.15999999999999998,True,False,False
1951,content_a05bb99e3fdf,client_7f2253d7e2,page_1,6.5,1252,0.08,0.24,0.15999999999999998,True,False,False
1952,content_cd9dbb3c3105,client_f369cb89fc,page_1,3.1,1246,0.08,0.24,0.15999999999999998,True,False,False
1953,content_3d772bf64454,client_f74efabef1,page_1,7.3,1246,0.08,0.24,0.15999999999999998,True,False,True
1954,content_d07b48eddaf5,client_f369cb89fc,page_1,6.8,1237,0.08,0.24,0.15999999999999998,True,False,True
1955,content_13c5a5250ee1,client_3fdba35f04,page_1,4.4,1231,0.08,0.24,0.15999999999999998,True,False,False
1956,content_878993918fc2,client_4e07408562,page_1,4.5,1231,0.08,0.24,0.15999999999999998,True,False,True
1957,content_a2b6c965a726,client_9400f1b21c,page_1,9.7,1224,0.08,0.24,0.15999999999999998,True,False,True
1958,content_70187ebe61f3,client_3fdba35f04,page_1,6.7,1219,0.08,0.24,0.15999999999999998,True,False,False
1959,content_893b8c1ac30f,client_349c41201b,page_1,5.3,1214,0.08,0.24,0.15999999999999998,True,False,True
1960,content_bea03a08f12c,client_6208ef0f77,page_1,7.3,1213,0.08,0.24,0.15999999999999998,True,False,True
1961,content_adaa673e51f9,client_6208ef0f77,page_1,7.1,1210,0.08,0.24,0.15999999999999998,True,False,True
1962,content_15cb6f57162b,client_4e07408562,page_1,8.3,1205,0.08,0.24,0.15999999999999998,True,False,True
1963,content_65d2cecfb022,client_f369cb89fc,page_1,8.8,1194,0.08,0.24,0.15999999999999998,True,False,False
1964,content_c59d46264834,client_19581e27de,page_1,6.1,1193,0.08,0.24,0.15999999999999998,True,False,True
1965,content_ca2777c351be,client_19581e27de,page_1,9.9,1193,0.08,0.24,0.15999999999999998,True,False,True
1966,content_53a240a84591,client_19581e27de,page_1,4.9,1185,0.08,0.24,0.15999999999999998,True,False,True
1967,content_cd7461b614c4,client_2c624232cd,page_1,9.3,1181,0.08,0.24,0.15999999999999998,True,False,False
1968,content_5c8ed9b6424e,client_6208ef0f77,page_1,9.6,1177,0.08,0.24,0.15999999999999998,True,False,False
1969,content_dc448aff1d7d,client_a88a7902cb,page_3_5,20.0,1159,0.0,0.155,0.155,True,False,False
1970,content_8504355eecb8,client_19581e27de,page_3_5,20.0,856,0.0,0.155,0.155,True,False,True
1971,content_eb4699c6e5be,client_6208ef0f77,page_3_5,20.0,552,0.0,0.155,0.155,True,False,False
1972,content_42634cb0c5a3,client_6208ef0f77,striking,18.8,43175,0.02,0.17,0.15000000000000002,True,True,False
1973,content_d225ec9f3d46,client_f369cb89fc,top_3,0.7,26470,0.05,0.2,0.15000000000000002,True,True,False
1974,content_8330b826f55b,client_3fdba35f04,striking,16.5,24808,0.02,0.17,0.15000000000000002,True,True,False
1975,content_f203a581de3d,client_f74efabef1,striking,10.0,24242,0.02,0.17,0.15000000000000002,True,True,False
1976,content_51df4c18eb86,client_6208ef0f77,striking,20.0,21987,0.02,0.17,0.15000000000000002,True,True,False
1977,content_f26276b002b8,client_19581e27de,striking,10.6,14673,0.02,0.17,0.15000000000000002,True,True,False
1978,content_265c8d5277a0,client_f74efabef1,striking,12.2,14242,0.02,0.17,0.15000000000000002,True,True,False
1979,content_a0777b0fd936,client_f369cb89fc,striking,19.7,13502,0.02,0.17,0.15000000000000002,True,True,False
1980,content_30646c3f5fbd,client_3fdba35f04,striking,14.5,12435,0.02,0.17,0.15000000000000002,True,True,False
1981,content_294db7b2994e,client_3fdba35f04,striking,15.5,12335,0.02,0.17,0.15000000000000002,True,True,False
1982,content_8f65a4dbfd0e,client_19581e27de,top_3,1.1,9848,0.05,0.2,0.15000000000000002,True,True,False
1983,content_c306d1c53a3e,client_19581e27de,top_3,1.8,9654,0.05,0.2,0.15000000000000002,True,True,False
1984,content_43d802721b0c,client_19581e27de,striking,11.4,9222,0.02,0.17,0.15000000000000002,True,True,True
1985,content_b3e76ca33ba5,client_6208ef0f77,striking,13.9,8197,0.02,0.17,0.15000000000000002,True,False,False
1986,content_0c1d3c670a4e,client_19581e27de,striking,18.3,6005,0.02,0.17,0.15000000000000002,True,False,True
1987,content_7f96b461f858,client_7f2253d7e2,striking,17.3,5902,0.02,0.17,0.15000000000000002,True,False,True
1988,content_363341185eb0,client_4e07408562,striking,16.2,5848,0.02,0.17,0.15000000000000002,True,False,True
1989,content_25e4de7469fd,client_19581e27de,striking,11.9,5624,0.02,0.17,0.15000000000000002,True,False,True
1990,content_639dd4323263,client_3fdba35f04,striking,11.3,5425,0.02,0.17,0.15000000000000002,True,False,False
1991,content_6133041b3ad3,client_19581e27de,striking,14.0,5403,0.02,0.17,0.15000000000000002,True,False,True
1992,content_e17c0c9d1009,client_2c624232cd,striking,11.3,5106,0.02,0.17,0.15000000000000002,True,False,False
1993,content_882ed67f84cd,client_6208ef0f77,striking,15.2,5077,0.02,0.17,0.15000000000000002,True,False,False
1994,content_ca76aec58080,client_349c41201b,striking,17.9,5021,0.02,0.17,0.15000000000000002,True,False,False
1995,content_be497fa14ced,client_f369cb89fc,striking,18.5,5016,0.02,0.17,0.15000000000000002,True,False,True
